Cycle,Battery#1,#1_SOH,Battery#2,#2_SOH,Battery#3,#3_SOH,,Battery#4,#4 SOH,Battery#5,#5 SOH,Battery#6,#6 SOH,,Battery#7,#7 SOH,Battery#8,#8 SOH,Battery#9,#9 SOH
625,1.0684743,0.971340273,1.0636234,0.966930364,1.0569577,0.960870636,,,,,,,,,1.0423958,0.947632545,1.0277977,0.934361545,1.0272199,0.933836273
626,1.0684242,0.971294727,1.0635642,0.966876545,1.0567719,0.960701727,,,,,,,,,1.0423193,0.947563,1.0275099,0.934099909,1.0269172,0.933561091
627,1.0682316,0.971119636,1.0635012,0.966819273,1.0566562,0.960596545,,,,,,,,,1.0422689,0.947517182,1.027389,0.93399,1.0267038,0.933367091
628,1.0681285,0.971025909,1.0633682,0.966698364,1.0565324,0.960484,,,,,,,,,1.0422703,0.947518455,1.0271569,0.933779,1.026508,0.933189091
629,1.0682679,0.971152636,1.0633615,0.966692273,1.0564497,0.960408818,,,,,,,,,1.0422426,0.947493273,1.0269268,0.933569818,1.0262581,0.932961909
630,1.0682939,0.971176273,1.0634691,0.966790091,1.0567361,0.960669182,,,,,,,,,1.0418907,0.947173364,1.0267792,0.933435636,1.0260153,0.932741182
631,1.0682821,0.971165545,1.0634447,0.966767909,1.0568913,0.960810273,,,,,,,,,1.0419555,0.947232273,1.0266066,0.933278727,1.0258198,0.932563455
632,1.0682101,0.971100091,1.0634449,0.966768091,1.0549433,0.959039364,,,,,,,,,1.0417738,0.947067091,1.0264155,0.933105,1.0254498,0.932227091
633,1.0681164,0.971014909,1.0628321,0.966211,1.0554826,0.959529636,,,,,,,,,1.0418946,0.947176909,1.026256,0.93296,1.0252835,0.932075909
634,1.0680146,0.970922364,1.0622646,0.965695091,1.0559826,0.959984182,,,,,,,,,1.0416738,0.946976182,1.026055,0.932777273,1.0250099,0.931827182
635,1.068036,0.970941818,1.063068,0.966425455,1.0543705,0.958518636,,,,,,,,,1.0417349,0.947031727,1.0258217,0.932565182,1.0249504,0.931773091
636,1.068105,0.971004545,1.0631609,0.966509909,1.0554795,0.959526818,,,,,,,,,1.0415294,0.946844909,1.0255742,0.932340182,1.0246904,0.931536727
637,1.0681242,0.971022,1.0622852,0.965713818,1.0296202,0.936018364,,,,,,,,,1.041482,0.946801818,1.025349,0.932135455,1.0244237,0.931294273
638,1.068091,0.970991818,1.0631012,0.966455636,1.0230192,0.930017455,,,,,,,,,1.0413252,0.946659273,1.025175,0.931977273,1.0242003,0.931091182
639,1.0680338,0.970939818,1.0630679,0.966425364,1.0538239,0.958021727,,,,,,,,,1.0413033,0.946639364,1.0249763,0.931796636,1.0239205,0.930836818
640,1.0679661,0.970878273,1.0630156,0.966377818,1.0512593,0.955690273,,,,,,,,,1.0411488,0.946498909,1.0246722,0.931520182,1.0236804,0.930618545
641,1.0680236,0.970930545,1.062974,0.96634,1.0535718,0.957792545,,,,,,,,,1.0411361,0.946487364,1.0245737,0.931430636,1.0234572,0.930415636
642,1.067912,0.970829091,1.0626874,0.966079455,1.0440689,0.949153545,,,,,,,,,1.0410461,0.946405545,1.0243152,0.931195636,1.02323,0.930209091
643,1.0678359,0.970759909,1.0628955,0.966268636,1.0477357,0.952487,,,,,,,,,1.0409242,0.946294727,1.0239544,0.930867636,1.0228184,0.929834909
644,1.0678195,0.970745,1.062911,0.966282727,1.0509996,0.955454182,,,,,,,,,1.0407482,0.946134727,1.0238262,0.930751091,1.0227314,0.929755818
645,1.0677626,0.970693273,1.0622579,0.965689,1.0555147,0.959558818,,,,,,,,,1.0407521,0.946138273,1.0235691,0.930517364,1.0225953,0.929632091
646,1.0677056,0.970641455,1.0627024,0.966093091,1.0550985,0.959180455,,,,,,,,,1.0405307,0.945937,1.0234013,0.930364818,1.0223546,0.929413273
647,1.0676557,0.970596091,1.0627359,0.966123545,1.0508888,0.955353455,,,,,,,,,1.0405766,0.945978727,1.0231924,0.930174909,1.0220497,0.929136091
648,1.0675608,0.970509818,1.0626379,0.966034455,1.0402925,0.945720455,,,,,,,,,1.0404875,0.945897727,1.0229853,0.929986636,1.0218366,0.928942364
649,1.0676128,0.970557091,1.0625808,0.965982545,1.0331092,0.939190182,,,,,,,,,1.0405352,0.945941091,1.0226865,0.929715,1.0215687,0.928698818
650,1.0677456,0.970677818,1.062655,0.96605,1.0522259,0.956569,,,,,,,,,1.0402131,0.945648273,1.0224764,0.929524,1.0212945,0.928449545
651,1.0677168,0.970651636,1.0627465,0.966133182,1.0168382,0.924398364,,,,,,,,,1.0403125,0.945738636,1.0222361,0.929305545,1.021083,0.928257273
652,1.0675999,0.970545364,1.0625139,0.965921727,1.0457997,0.950727,,,,,,,,,1.0403159,0.945741727,1.0220073,0.929097545,1.0208868,0.928078909
653,1.0675087,0.970462455,1.0625679,0.965970818,1.0534018,0.957638,,,,,,,,,1.0401144,0.945558545,1.0217509,0.928864455,1.0205232,0.927748364
654,1.0672724,0.970247636,1.0622888,0.965717091,1.0440476,0.949134182,,,,,,,,,1.0400965,0.945542273,1.0215038,0.928639818,1.020347,0.927588182
655,1.0672544,0.970231273,1.0622468,0.965678909,1.0382687,0.943880636,,,,,,,,,1.0400929,0.945539,1.0212406,0.928400545,1.0199931,0.927266455
656,1.0672741,0.970249182,1.061606,0.965096364,1.0342624,0.940238545,,,,,,,,,1.0399704,0.945427636,1.0209353,0.928123,1.0197023,0.927002091
657,1.0673089,0.970280818,1.0620822,0.965529273,1.0482241,0.952931,,,,,,,,,1.0397655,0.945241364,1.0206707,0.927882455,1.0193198,0.926654364
658,1.0672337,0.970212455,1.0620933,0.965539364,1.0554252,0.959477455,,,,,,,,,1.039798,0.945270909,1.0204252,0.927659273,1.0191274,0.926479455
659,1.0671724,0.970156727,1.0621996,0.965636,1.0468471,0.951679182,,,,,,,,,1.0395327,0.945029727,1.0202715,0.927519545,1.0188388,0.926217091
660,1.0670987,0.970089727,1.0621279,0.965570818,1.0531596,0.957417818,,,,,,,,,1.0395796,0.945072364,1.0199929,0.927266273,1.0185096,0.925917818
661,1.0670784,0.970071273,1.0620153,0.965468455,1.0492793,0.953890273,,,,,,,,,1.0394152,0.944922909,1.0196309,0.926937182,1.0181642,0.925603818
662,1.067193,0.970175455,1.062043,0.965493636,1.0354383,0.941307545,,,,,,,,,1.0391614,0.944692182,1.0192857,0.926623364,1.0178665,0.925333182
663,1.0671582,0.970143818,1.0621222,0.965565636,1.0341693,0.940153909,,,,,,,,,1.0391876,0.944716,1.0189171,0.926288273,1.0174491,0.924953727
664,1.0671341,0.970121909,1.06215,0.965590909,1.0408134,0.946194,,,,,,,,,1.0389034,0.944457636,1.0187041,0.926094636,1.0172223,0.924747545
665,1.0671585,0.970144091,1.0620853,0.965532091,1.0517044,0.956094909,,,,,,,,,1.039073,0.944611818,1.0183753,0.925795727,1.0167711,0.924337364
666,1.0671363,0.970123909,1.0620228,0.965475273,1.0467603,0.951600273,,,,,,,,,1.0390903,0.944627545,1.0169035,0.924457727,1.0164672,0.924061091
667,1.0670618,0.970056182,1.0620464,0.965496727,1.0540043,0.958185727,,,,,,,,,1.0390164,0.944560364,1.0178204,0.925291273,1.0161618,0.923783455
668,1.0670184,0.970016727,1.0614345,0.964940455,1.0550795,0.959163182,,,,,,,,,1.0389705,0.944518636,1.0174887,0.924989727,1.0158256,0.923477818
669,1.0669625,0.969965909,1.0619992,0.965453818,1.0539341,0.958121909,,,,,,,,,1.0388205,0.944382273,1.0172287,0.924753364,1.0154665,0.923151364
670,1.0668824,0.969893091,1.0617864,0.965260364,1.052424,0.956749091,,,,,,,,,1.0387712,0.944337455,1.0170118,0.924556182,1.0151387,0.922853364
671,1.0668236,0.969839636,1.0618092,0.965281091,1.0512321,0.955665545,,,,,,,,,1.0385821,0.944165545,1.0165993,0.924181182,1.0147994,0.922544909
672,1.0668652,0.969877455,1.0617851,0.965259182,1.0449505,0.949955,,,,,,,,,1.0384343,0.944031182,1.0163318,0.923938,1.0145215,0.922292273
673,1.0667605,0.969782273,1.0617462,0.965223818,1.0239289,0.930844455,,,,,,,,,1.0383929,0.943993545,1.0159945,0.923631364,1.0141212,0.921928364
674,1.0668148,0.969831636,1.0617322,0.965211091,1.0500863,0.954623909,,,,,,,,,1.0382088,0.943826182,1.0155811,0.923255545,1.0138898,0.921718
675,1.0667518,0.969774364,1.0616994,0.965181273,1.0543066,0.958460545,,,,,,,,,1.0382668,0.943878909,1.0153381,0.923034636,1.0135187,0.921380636
676,1.0667084,0.969734909,1.0617119,0.965192636,1.0507541,0.955231,,,,,,,,,1.0381066,0.943733273,1.0150214,0.922746727,1.0130951,0.920995545
677,1.0666445,0.969676818,1.061649,0.965135455,1.0456049,0.950549909,,,,,,,,,1.037984,0.943621818,1.0146971,0.922451909,1.01278,0.920709091
678,1.0666348,0.969668,1.0616878,0.965170727,1.0511117,0.955556091,,,,,,,,,1.0379636,0.943603273,1.0143871,0.922170091,1.012417,0.920379091
679,1.0667435,0.969766818,1.061651,0.965137273,1.0536783,0.957889364,,,,,,,,,1.0379843,0.943622091,1.0140041,0.921821909,1.0121051,0.920095545
680,1.0664459,0.969496273,1.0615275,0.965025,1.0526545,0.956958636,,,,,,,,,1.037892,0.943538182,1.0136786,0.921526,1.0116602,0.919691091
681,1.0662735,0.969339545,1.061286,0.964805455,1.0488334,0.953484909,,,,,,,,,1.0376278,0.943298,1.0133036,0.921185091,1.0112681,0.919334636
682,1.0662553,0.969323,1.0611457,0.964677909,1.0500343,0.954576636,,,,,,,,,1.0377425,0.943402273,1.0129871,0.920897364,1.0108688,0.918971636
683,1.0662941,0.969358273,1.0608976,0.964452364,1.0508434,0.955312182,,,,,,,,,1.0373981,0.943089182,1.0125736,0.920521455,1.0104682,0.918607455
684,1.0663046,0.969367818,1.0612249,0.964749909,1.0516891,0.956081,,,,,,,,,1.0372787,0.942980636,1.012162,0.920147273,1.0100036,0.918185091
685,1.0663493,0.969408455,1.0612642,0.964785636,1.0483967,0.953087909,,,,,,,,,1.0371656,0.942877818,1.0117078,0.919734364,1.0095747,0.917795182
686,1.0663233,0.969384818,1.0613167,0.964833364,1.0464915,0.951355909,,,,,,,,,1.0370592,0.942781091,1.0114555,0.919505,1.0090955,0.917359545
687,1.0663265,0.969387727,1.0612727,0.964793364,1.0422208,0.947473455,,,,,,,,,1.0370581,0.942780091,1.0110694,0.919154,1.0087872,0.917079273
688,1.0662115,0.969283182,1.0612595,0.964781364,1.0544376,0.958579636,,,,,,,,,1.036775,0.942522727,1.0107753,0.918886636,1.0083833,0.916712091
689,1.0662568,0.969324364,1.0611103,0.964645727,1.0541025,0.958275,,,,,,,,,1.0365725,0.942338636,1.0104033,0.918548455,1.0079728,0.916338909
690,1.0662302,0.969300182,1.0610359,0.964578091,1.0506324,0.955120364,,,,,,,,,1.0365516,0.942319636,1.0099676,0.918152364,1.0075336,0.915939636
691,1.0662615,0.969328636,1.0611607,0.964691545,1.0467551,0.951595545,,,,,,,,,1.0365434,0.942312182,1.0095528,0.917775273,1.007165,0.915604545
692,1.0662458,0.969314364,1.0610768,0.964615273,1.0401802,0.945618364,,,,,,,,,1.0364734,0.942248545,1.0092831,0.917530091,1.0066839,0.915167182
693,1.0661771,0.969251909,1.0610906,0.964627818,1.0512079,0.955643545,,,,,,,,,1.036294,0.942085455,1.0088807,0.917164273,1.0062732,0.914793818
694,1.0659717,0.969065182,1.0607498,0.964318,1.048334,0.953030909,,,,,,,,,1.0363474,0.942134,1.0085183,0.916834818,1.00582,0.914381818
695,1.0660142,0.969103818,1.0608006,0.964364182,1.052479,0.956799091,,,,,,,,,1.0361158,0.941923455,1.0080668,0.916424364,1.0053853,0.913986636
696,1.0661479,0.969225364,1.0609204,0.964473091,1.0541601,0.958327364,,,,,,,,,1.0360266,0.941842364,1.0077182,0.916107455,1.0048951,0.913541
697,1.0662749,0.969340818,1.0610584,0.964598545,1.0535887,0.957807909,,,,,,,,,1.0358156,0.941650545,1.0073624,0.915784,1.0043488,0.913044364
698,1.0663111,0.969373727,1.0611581,0.964689182,1.0514075,0.955825,,,,,,,,,1.0358191,0.941653727,1.0068682,0.915334727,1.0037565,0.912505909
699,1.0663347,0.969395182,1.0611919,0.964719909,1.0526569,0.956960818,,,,,,,,,1.0356094,0.941463091,1.0064313,0.914937545,1.0032295,0.912026818
700,1.0663431,0.969402818,1.0612049,0.964731727,1.0281619,0.934692636,,,,,,,,,1.0355999,0.941454455,1.0059993,0.914544818,1.0028397,0.911672455
701,1.0663362,0.969396545,1.0612075,0.964734091,1.0542315,0.958392273,,,,,,,,,1.0354706,0.941336909,1.0055342,0.914122,1.0022374,0.911124909
702,1.0663254,0.969386727,1.0610589,0.964599,1.0540398,0.958218,,,,,,,,,1.0353783,0.941253,1.005067,0.913697273,1.0018185,0.910744091
703,1.0662509,0.969319,1.0611665,0.964696818,1.0528573,0.957143,,,,,,,,,1.0351394,0.941035818,1.0046242,0.913294727,1.0011955,0.910177727
704,1.0662078,0.969279818,1.0611105,0.964645909,1.0216026,0.928729636,,,,,,,,,1.0350988,0.940998909,1.0041378,0.912852545,1.0006796,0.909708727
705,1.0660504,0.969136727,1.0609108,0.964464364,1.0268763,0.933523909,,,,,,,,,1.0349642,0.940876545,1.0037194,0.912472182,1.0000671,0.909151909
706,1.0660101,0.969100091,1.0609572,0.964506545,1.0460932,0.950993818,,,,,,,,,1.0347793,0.940708455,1.003257,0.912051818,0.99946821,0.908607464
707,1.0660484,0.969134909,1.0606366,0.964215091,1.0488297,0.953481545,,,,,,,,,1.0346779,0.940616273,1.0028138,0.911648909,0.99887532,0.908068473
708,1.0662963,0.969360273,1.0605878,0.964170727,1.0314293,0.937663,,,,,,,,,1.0346167,0.940560636,1.0022262,0.911114727,0.99831474,0.907558855
709,1.0664059,0.969459909,1.0611516,0.964683273,1.0266535,0.933321364,,,,,,,,,1.0344466,0.940406,1.0017653,0.910695727,0.99771625,0.907014773
710,1.066702,0.969729091,1.0612876,0.964806909,1.036703,0.942457273,,,,,,,,,1.0343359,0.940305364,1.001323,0.910293636,0.99709409,0.906449173
711,1.0668932,0.969902909,1.0614338,0.964939818,1.0502267,0.954751545,,,,,,,,,1.0341786,0.940162364,1.0008435,0.909857727,0.99640614,0.905823764
712,1.0667989,0.969817182,1.0609235,0.964475909,1.0535201,0.957745545,,,,,,,,,1.0341414,0.940128545,1.0002842,0.909349273,0.99575084,0.905228036
713,1.0666331,0.969666455,1.0611922,0.964720182,1.0544344,0.958576727,,,,,,,,,1.0339534,0.939957636,0.99986142,0.908964927,0.99520278,0.9047298
714,1.0670223,0.970020273,1.0607669,0.964333545,1.0520428,0.956402545,,,,,,,,,1.0340874,0.940079455,0.99931264,0.908466036,0.9945668,0.904151636
715,1.0666652,0.969695636,1.0614119,0.964919909,1.0492407,0.953855182,,,,,,,,,1.0339688,0.939971636,0.99881691,0.908015373,0.99396485,0.903604409
716,1.0664725,0.969520455,1.0612907,0.964809727,1.0525217,0.956837909,,,,,,,,,1.033906,0.939914545,0.99827904,0.9075264,0.99324125,0.902946591
717,1.066017,0.969106364,1.06069,0.964263636,1.0447495,0.949772273,,,,,,,,,1.0338109,0.939828091,0.99778664,0.907078764,0.99262172,0.902383382
718,1.0658286,0.968935091,1.0600556,0.963686909,1.0468082,0.951643818,,,,,,,,,1.0336945,0.939722273,0.99720681,0.906551645,0.99193317,0.901757427
719,1.0655659,0.968696273,1.0603125,0.963920455,1.0487033,0.953366636,,,,,,,,,1.0335597,0.939599727,0.99664599,0.906041809,0.99124283,0.901129845
720,1.0654136,0.968557818,1.0599395,0.963581364,1.0531344,0.957394909,,,,,,,,,1.0334787,0.939526091,0.99623913,0.905671936,0.99060911,0.900553736
721,1.0653105,0.968464091,1.0601275,0.963752273,1.0521197,0.956472455,,,,,,,,,1.0334184,0.939471273,0.99561656,0.905105964,0.98974824,0.899771127
722,1.0652041,0.968367364,1.0590494,0.962772182,1.0528525,0.957138636,,,,,,,,,1.0334038,0.939458,0.99510074,0.904637036,0.98905444,0.8991404
723,1.0651397,0.968308818,1.0598896,0.963536,1.0502402,0.954763818,,,,,,,,,1.0332612,0.939328364,0.9944858,0.904078,0.98830724,0.898461127
724,1.0650959,0.968269,1.0599023,0.963547545,1.0390798,0.944618,,,,,,,,,1.0332462,0.939314727,0.99396926,0.903608418,0.9876278,0.897843455
725,1.0650591,0.968235545,1.0598507,0.963500636,1.043781,0.948891818,,,,,,,,,1.0329422,0.939038364,0.9933545,0.903049545,0.98689723,0.8971793
726,1.0650096,0.968190545,1.0598731,0.963521,1.0497973,0.954361182,,,,,,,,,1.0327516,0.938865091,0.99286288,0.902602618,0.98615688,0.896506255
727,1.0649334,0.968121273,1.0598394,0.963490364,1.0524502,0.956772909,,,,,,,,,1.0327489,0.938862636,0.99226642,0.902060382,0.98542804,0.895843673
728,1.0649257,0.968114273,1.0597771,0.963433727,1.0522059,0.956550818,,,,,,,,,1.0326424,0.938765818,0.99166501,0.901513645,0.98460585,0.895096227
729,1.0649015,0.968092273,1.0597558,0.963414364,1.0516083,0.956007545,,,,,,,,,1.0325159,0.938650818,0.99100977,0.900917973,0.98385221,0.8944111
730,1.064876,0.968069091,1.0596892,0.963353818,1.047296,0.952087273,,,,,,,,,1.0324303,0.938573,0.99042106,0.900382782,0.98298043,0.893618573
731,1.0648963,0.968087545,1.0597079,0.963370818,1.048299,0.952999091,,,,,,,,,1.0322559,0.938414455,0.98977226,0.899792964,0.98210692,0.892824473
732,1.0648738,0.968067091,1.0597332,0.963393818,1.05011,0.954645455,,,,,,,,,1.0321068,0.938278909,0.98929542,0.899359473,0.98132163,0.892110573
733,1.0648167,0.968015182,1.0597006,0.963364182,1.0508047,0.955277,,,,,,,,,1.0320517,0.938228818,0.98867369,0.898794264,0.98037344,0.891248582
734,1.0649709,0.968155364,1.0593653,0.963059364,1.0417973,0.947088455,,,,,,,,,1.0319438,0.938130727,0.98809814,0.898271036,0.97953093,0.890482664
735,1.0651149,0.968286273,1.0597396,0.963399636,1.0494848,0.954077091,,,,,,,,,1.0319456,0.938132364,0.98741829,0.897652991,0.97864872,0.889680655
736,1.0652835,0.968439545,1.0589978,0.962725273,1.0511718,0.955610727,,,,,,,,,1.0316796,0.937890545,0.98677236,0.897065782,0.97780246,0.888911327
737,1.0653867,0.968533364,1.0596651,0.963331909,1.0464046,0.951276909,,,,,,,,,1.0314757,0.937705182,0.98617226,0.896520236,0.97684193,0.888038118
738,1.0654212,0.968564727,1.059518,0.963198182,1.0440246,0.949113273,,,,,,,,,1.0312438,0.937494364,0.98547864,0.895889673,0.97591716,0.887197418
739,1.0651838,0.968348909,1.059467,0.963151818,1.0411466,0.946496909,,,,,,,,,1.0311612,0.937419273,0.9847796,0.895254182,0.97489721,0.886270191
740,1.065359,0.968508182,1.0599482,0.963589273,1.0482421,0.952947364,,,,,,,,,1.0311004,0.937364,0.98415637,0.894687609,0.97389448,0.885358618
741,1.065287,0.968442727,1.0601047,0.963731545,1.0451931,0.950175545,,,,,,,,,1.0309473,0.937224818,0.98347801,0.894070918,0.97294563,0.884496027
742,1.0650028,0.968184364,1.059827,0.963479091,1.0419753,0.947250273,,,,,,,,,1.0306853,0.936986636,0.98276722,0.893424745,0.97192949,0.883572264
743,1.0646956,0.967905091,1.0599027,0.963547909,1.0461867,0.951078818,,,,,,,,,1.0305462,0.936860182,0.98198849,0.892716809,0.97089756,0.882634145
744,1.0642575,0.967506818,1.0592531,0.962957364,1.0419799,0.947254455,,,,,,,,,1.0305318,0.936847091,0.9813416,0.892128727,0.96996093,0.881782664
745,1.0642923,0.967538455,1.059309,0.963008182,1.0330361,0.939123727,,,,,,,,,1.0303534,0.936684909,0.98049909,0.891362809,0.96881604,0.880741855
746,1.0636692,0.966972,1.0591596,0.962872364,1.0488918,0.953538,,,,,,,,,1.0301173,0.936470273,0.97973931,0.8906721,0.96778941,0.879808555
747,1.064075,0.967340909,1.0589339,0.962667182,1.0213207,0.928473364,,,,,,,,,1.0301261,0.936478273,0.979002,0.890001818,0.96663201,0.878756373
748,1.0640275,0.967297727,1.0589665,0.962696818,1.0297344,0.936122182,,,,,,,,,1.0300529,0.936411727,0.97825295,0.889320864,0.96561688,0.877833527
749,1.0639846,0.967258727,1.0589323,0.962665727,1.0417689,0.947062636,,,,,,,,,1.0299261,0.936296455,0.97748607,0.8886237,0.96445411,0.876776464
750,1.0639319,0.967210818,1.0588608,0.962600727,1.0484946,0.953176909,,,,,,,,,1.0298121,0.936192818,0.9766807,0.887891545,0.96330386,0.875730782
751,1.0639431,0.967221,1.0588175,0.962561364,1.0463246,0.951204182,,,,,,,,,1.0296236,0.936021455,0.97595483,0.887231664,0.96217978,0.874708891
752,1.0638361,0.967123727,1.0585463,0.962314818,1.0397757,0.945250636,,,,,,,,,1.0294845,0.935895,0.97507322,0.8864302,0.96099269,0.873629718
753,1.0638816,0.967165091,1.0586663,0.962423909,1.0311786,0.937435091,,,,,,,,,1.029429,0.935844545,0.97435498,0.885777255,0.95993847,0.872671336
754,1.0638013,0.967092091,1.0586612,0.962419273,1.0507765,0.955251364,,,,,,,,,1.0293499,0.935772636,0.973593,0.885084545,0.95865995,0.871509045
755,1.0637355,0.967032273,1.0584894,0.962263091,1.0483649,0.953059,,,,,,,,,1.0290414,0.935492182,0.97272265,0.884293318,0.95753032,0.870482109
756,1.0635099,0.966827182,1.0583377,0.962125182,1.0188866,0.926260545,,,,,,,,,1.0286826,0.935166,0.97195709,0.883597355,0.95638078,0.869437073
757,1.0636015,0.966910455,1.0584539,0.962230818,1.0228972,0.929906545,,,,,,,,,1.0286992,0.935181091,0.9709574,0.882688545,0.95518631,0.868351191
758,1.0636033,0.966912091,1.0584109,0.962191727,1.0449833,0.949984818,,,,,,,,,1.0284904,0.934991273,0.9702239,0.882021727,0.95389652,0.867178655
759,1.0635068,0.966824364,1.0582521,0.962047364,1.0506729,0.955157182,,,,,,,,,1.0283918,0.934901636,0.96936709,0.881242809,0.95269984,0.866090764
760,1.063297,0.966633636,1.0583783,0.962162091,1.0458556,0.950777818,,,,,,,,,1.0281917,0.934719727,0.96838641,0.880351282,0.95141959,0.8649269
761,1.0636553,0.966959364,1.0580328,0.961848,1.0445747,0.949613364,,,,,,,,,1.0279772,0.934524727,0.96745867,0.879507882,0.95014715,0.863770136
762,1.063923,0.967202727,1.0584159,0.962196273,1.0455662,0.950514727,,,,,,,,,1.027815,0.934377273,0.96653193,0.878665391,0.948852,0.862592727
763,1.0640343,0.967303909,1.0585494,0.962317636,1.0490073,0.953643,,,,,,,,,1.0277317,0.934301545,0.96558696,0.877806327,0.94759023,0.861445664
764,1.0641185,0.967380455,1.058569,0.962335455,1.0385914,0.944174,,,,,,,,,1.0276107,0.934191545,0.96454293,0.876857209,0.94630831,0.860280282
765,1.0639621,0.967238273,1.0587686,0.962516909,1.0413193,0.946653909,,,,,,,,,1.0273821,0.933983727,0.96365649,0.876051355,0.94494998,0.859045436
766,1.0640999,0.967363545,1.0584592,0.962235636,1.0266445,0.933313182,,,,,,,,,1.027195,0.933813636,0.96266884,0.875153491,0.94371003,0.857918209
767,1.0640761,0.967341909,1.058316,0.962105455,1.0413045,0.946640455,,,,,,,,,1.0269235,0.933566818,0.96159041,0.8741731,0.94232506,0.856659145
768,1.0635133,0.966830273,1.0588419,0.962583545,1.0448481,0.949861909,,,,,,,,,1.026965,0.933604545,0.96056283,0.873238936,0.9410252,0.855477455
769,1.0636495,0.966954091,1.0588038,0.962548909,1.0083524,0.916684,,,,,,,,,1.0267717,0.933428818,0.95945323,0.872230209,0.93969303,0.854266391
770,1.0634633,0.966784818,1.0583028,0.962093455,1.0387102,0.944282,,,,,,,,,1.0266141,0.933285545,0.95838147,0.871255882,0.93835711,0.853051918
771,1.0627543,0.966140273,1.058234,0.962030909,1.0444818,0.949528909,,,,,,,,,1.0265223,0.933202091,0.95741546,0.870377691,0.93702644,0.851842218
772,1.0631253,0.966477545,1.0578934,0.961721273,1.045437,0.950397273,,,,,,,,,1.0264038,0.933094364,0.95632887,0.869389882,0.93558109,0.850528264
773,1.0630887,0.966444273,1.0578251,0.961659182,1.0494971,0.954088273,,,,,,,,,1.0263137,0.933012455,0.95518816,0.868352873,0.93429148,0.849355891
774,1.0630364,0.966396727,1.0578938,0.961721636,1.0357653,0.941604818,,,,,,,,,1.0262223,0.932929364,0.95402902,0.867299109,0.93285787,0.848052609
775,1.0629495,0.966317727,1.0578301,0.961663727,1.0399913,0.945446636,,,,,,,,,1.0259345,0.932667727,0.95287251,0.866247736,0.93154818,0.846861982
776,1.0629611,0.966328273,1.0577886,0.961626,1.0456713,0.950610273,,,,,,,,,1.0258282,0.932571091,0.95173013,0.865209209,0.93013728,0.845579345
777,1.0628085,0.966189545,1.0577748,0.961613455,1.0503968,0.954906182,,,,,,,,,1.0256335,0.932394091,0.95055085,0.864137136,0.92881745,0.8443795
778,1.0628554,0.966232182,1.0576282,0.961480182,1.0502243,0.954749364,,,,,,,,,1.0255089,0.932280818,0.94924563,0.862950573,0.92749727,0.843179336
779,1.0628303,0.966209364,1.0577223,0.961565727,1.041375,0.946704545,,,,,,,,,1.0255396,0.932308727,0.94819081,0.861991645,0.92602712,0.841842836
780,1.0626844,0.966076727,1.0570208,0.960928,1.046459,0.951326364,,,,,,,,,1.0251464,0.931951273,0.94691074,0.860827945,0.92452997,0.840481791
781,1.0625539,0.965958091,1.0575558,0.961414364,1.0481468,0.952860727,,,,,,,,,1.0251071,0.931915545,0.94574237,0.859765791,0.92319953,0.8392723
782,1.0619949,0.965449909,1.0572457,0.961132455,1.0373372,0.943033818,,,,,,,,,1.0248629,0.931693545,0.9444297,0.858572455,0.92173481,0.837940736
783,1.0620188,0.965471636,1.0567656,0.960696,1.0364876,0.942261455,,,,,,,,,1.0246252,0.931477455,0.94323337,0.857484882,0.92033869,0.836671536
784,1.0623904,0.965809455,1.0573571,0.961233727,1.0493351,0.953941,,,,,,,,,1.0243042,0.931185636,0.94194788,0.856316255,0.91864973,0.835136118
785,1.0623009,0.965728091,1.0564196,0.960381455,1.0497355,0.954305,,,,,,,,,1.0241876,0.931079636,0.94062203,0.855110936,0.91752118,0.834110164
786,1.0623755,0.965795909,1.0571316,0.961028727,1.0395273,0.945024818,,,,,,,,,1.023957,0.93087,0.9393847,0.853986091,0.91611481,0.832831645
787,1.0624298,0.965845273,1.0556742,0.959703818,1.0406383,0.946034818,,,,,,,,,1.0237591,0.930690091,0.93807089,0.852791718,0.91477287,0.8316117
788,1.062296,0.965723636,1.0555897,0.959627,1.0497754,0.954341273,,,,,,,,,1.0234905,0.930445909,0.93675065,0.8515915,0.91335917,0.830326518
789,1.0626458,0.966041636,1.0570962,0.960996545,1.0434487,0.948589727,,,,,,,,,1.0234656,0.930423273,0.93547213,0.850429209,0.91184074,0.828946127
790,1.06275,0.966136364,1.0567009,0.960637182,1.0462769,0.951160818,,,,,,,,,1.0231889,0.930171727,0.93414712,0.849224655,0.91040212,0.827638291
791,1.0628066,0.966187818,1.0574366,0.961306,1.0487804,0.953436727,,,,,,,,,1.0230281,0.930025545,0.93274087,0.847946245,0.90907627,0.826432973
792,1.0629069,0.966279,1.0574012,0.961273818,1.0395763,0.945069364,,,,,,,,,1.0227653,0.929786636,0.93146044,0.846782218,0.90745121,0.824955645
793,1.0629183,0.966289364,1.05766,0.961509091,1.030682,0.936983636,,,,,,,,,1.0226496,0.929681455,0.92999721,0.845452009,0.90610045,0.823727682
794,1.0628572,0.966233818,1.057596,0.961450909,1.0187241,0.926112818,,,,,,,,,1.0223674,0.929424909,0.92865157,0.8442287,0.90473568,0.822486982
795,1.0626841,0.966076455,1.0576138,0.961467091,1.0372057,0.942914273,,,,,,,,,1.0221446,0.929222364,0.92730415,0.843003773,0.90330935,0.821190318
